,group,cluster,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_CP069353.1.region022,41.0,True,"(1299.9, 1408.2)",P8<br>NZ_CP069353.1.region022<br>['terpene']<br>geosmin<br>1.00,BGC,1299.9,1408.2,0.50
BGC0000661,41.0,True,"(1346.9, 1396.5)",BGC0000661<br>Terpene<br>geosmin,MIBIG (KnownClusterBlast),1346.9,1396.5,0.50
NZ_CP069353.1.region023,21.0,True,"(659.94, 962.56)",P8<br>NZ_CP069353.1.region023<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,659.94,962.56,0.50
NZ_CP069353.1.region024,26.0,True,"(1298.2, 2062.1)",P8<br>NZ_CP069353.1.region024<br>['T1PKS']<br>E-837<br>1.00,BGC,1298.2,2062.1,0.50
BGC0000050,26.0,True,"(1386.0, 2023.0)",BGC0000050<br>Polyketide<br>E-837,MIBIG (BiG-SCAPE),1386.0,2023.0,0.50
NZ_CP069353.1.region025,8.0,True,"(1638.8, 1568.0)",P8<br>NZ_CP069353.1.region025<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1638.8,1568.0,0.50
BGC0000513,8.0,True,"(1711.1, 1632.5)",BGC0000513<br>RiPP<br>Ery-9;Ery-6;Ery-8;Ery-7;Ery-5;Ery-4;Ery-3,MIBIG (BiG-SCAPE),1711.1,1632.5,0.50
NZ_CP069353.1.region026,10.0,True,"(1034.2, 1362.5)","P8<br>NZ_CP069353.1.region026<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1034.2,1362.5,0.50
NZ_CP069353.1.region029,42.0,True,"(896.94, 2649.6)",P8<br>NZ_CP069353.1.region029<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,896.94,2649.6,0.50
BGC0001106,42.0,True,"(947.04, 2735.0)",BGC0001106<br>NRP;Polyketide<br>oxalomycin B,MIBIG (KnownClusterBlast),947.04,2735.0,0.50
NZ_CP069353.1.region030,43.0,True,"(433.24, 323.52)","P8<br>NZ_CP069353.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.10",BGC,433.24,323.52,0.50
BGC0000093,43.0,True,"(358.04, 328.08)",BGC0000093<br>Polyketide<br>meilingmycin,MIBIG (KnownClusterBlast),358.04,328.08,0.50
NZ_CP069353.1.region031,44.0,True,"(828.69, 387.36)",P8<br>NZ_CP069353.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,828.69,387.36,0.50
BGC0000466,44.0,True,"(769.24, 337.0)",BGC0000466<br>NRP<br>yatakemycin,MIBIG (KnownClusterBlast),769.24,337.0,0.50
NZ_CP069353.1.region032,18.0,True,"(1538.3, 2579.9)",P8<br>NZ_CP069353.1.region032<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1538.3,2579.9,0.50
NZ_CP069353.1.region033,45.0,True,"(2917.5, 2476.1)","P8<br>NZ_CP069353.1.region033<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,2917.5,2476.1,0.50
BGC0001368,45.0,True,"(2859.0, 2425.0)",BGC0001368<br>NRP<br>JBIR-126,MIBIG (KnownClusterBlast),2859.0,2425.0,0.50
NZ_CP069353.1.region034,46.0,True,"(2946.5, 1403.1)",P8<br>NZ_CP069353.1.region034<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,2946.5,1403.1,0.50
BGC0000960,46.0,True,"(2888.0, 1352.0)",BGC0000960<br>NRP;Polyketide<br>azinomycin B,MIBIG (KnownClusterBlast),2888.0,1352.0,0.50
NZ_CP069353.1.region035,47.0,True,"(506.57, 1571.3)","P8<br>NZ_CP069353.1.region035<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,506.57,1571.3,0.50
BGC0001061,47.0,True,"(421.07, 1544.2)",BGC0001061<br>Polyketide;Saccharide<br>polyketomycin,MIBIG (KnownClusterBlast),421.07,1544.2,0.50
NZ_CP069353.1.region036,22.0,True,"(1582.5, 1375.3)",P8<br>NZ_CP069353.1.region036<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1582.5,1375.3,0.50
NZ_CP054839.1.region001,32.0,True,"(1456.0, 1380.8)","P8<br>NZ_CP054839.1.region001<br>['hglE-KS', 'PUFA', 'T1PKS']<br>nataxazole<br>0.07",BGC,1456.0,1380.8,0.50
NZ_CP054839.1.region002,2.0,True,"(2076.5, 698.35)",P8<br>NZ_CP054839.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,2076.5,698.35,0.50
NZ_CP054839.1.region003,33.0,True,"(1154.9, 611.41)",P8<br>NZ_CP054839.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.91,BGC,1154.9,611.41,0.50
NZ_CP054839.1.region004,34.0,True,"(1962.5, 1494.2)","P8<br>NZ_CP054839.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1962.5,1494.2,0.50
NZ_CP054839.1.region005,1.0,True,"(1481.9, 1247.5)",P8<br>NZ_CP054839.1.region005<br>['NRPS']<br>bacillibactin<br>0.15,BGC,1481.9,1247.5,0.50
BGC0000309,1.0,True,"(1460.8, 1315.1)",BGC0000309<br>NRP<br>bacillibactin,MIBIG (KnownClusterBlast),1460.8,1315.1,0.50
NZ_CP054839.1.region006,48.0,True,"(1584.9, 661.41)",P8<br>NZ_CP054839.1.region006<br>['other']<br>streptothricin<br>0.08,BGC,1584.9,661.41,0.50
BGC0000432,48.0,True,"(1646.3, 617.65)",BGC0000432<br>NRP<br>streptothricin,MIBIG (KnownClusterBlast),1646.3,617.65,0.50
NZ_CP054839.1.region007,8.0,True,"(2102.1, 1582.0)",P8<br>NZ_CP054839.1.region007<br>['lassopeptide']<br>anantin C<br>0.75,BGC,2102.1,1582.0,0.50
BGC0001507,8.0,True,"(1983.7, 1589.1)",BGC0001507<br>RiPP<br>anantin C,MIBIG (KnownClusterBlast),1983.7,1589.1,0.50
NZ_CP054839.1.region008,8.0,True,"(2101.5, 1849.3)","P8<br>NZ_CP054839.1.region008<br>['indole', 'PKS-like', 'T1PKS']<br>cyphomycin<br>0.03",BGC,2101.5,1849.3,0.50
BGC0001877,8.0,True,"(2184.8, 1878.1)",BGC0001877<br>Polyketide<br>cyphomycin,MIBIG (KnownClusterBlast),2184.8,1878.1,0.50
NZ_CP054839.1.region009,12.0,True,"(1094.4, 1122.1)",P8<br>NZ_CP054839.1.region009<br>['terpene']<br>SF2575<br>0.04,BGC,1094.4,1122.1,0.50
NZ_CP054839.1.region011,49.0,True,"(432.94, 1366.2)","P8<br>NZ_CP054839.1.region011<br>['T1PKS', 'PKS-like']<br>arsono-polyketide<br>0.54",BGC,432.94,1366.2,0.50
BGC0001283,49.0,True,"(429.07, 1294.0)",BGC0001283<br>Polyketide<br>arsono-polyketide,MIBIG (KnownClusterBlast),429.07,1294.0,0.50
NZ_CP054839.1.region012,50.0,True,"(202.13, 1479.4)","P8<br>NZ_CP054839.1.region012<br>['T1PKS', 'pyrrolidine']<br>candicidin<br>0.67",BGC,202.13,1479.4,0.50
BGC0000034,50.0,True,"(142.55, 1439.0)",BGC0000034<br>NRP;Polyketide<br>candicidin,MIBIG (KnownClusterBlast),142.55,1439.0,0.50
NZ_CP054839.1.region016,10.0,True,"(1006.4, 1503.8)",P8<br>NZ_CP054839.1.region016<br>['terpene']<br>hopene<br>0.46,BGC,1006.4,1503.8,0.50
NZ_CP054839.1.region017,10.0,True,"(1002.7, 1296.8)",P8<br>NZ_CP054839.1.region017<br>['NRPS']<br>glycinocin A<br>0.12,BGC,1002.7,1296.8,0.50
BGC0000379,10.0,True,"(1090.4, 1297.0)",BGC0000379<br>NRP<br>glycinocin A,MIBIG (KnownClusterBlast),1090.4,1297.0,0.50
NZ_CP054839.1.region018,8.0,True,"(1626.7, 1580.1)",P8<br>NZ_CP054839.1.region018<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1626.7,1580.1,0.50
NZ_CP054839.1.region019,26.0,True,"(1338.8, 2030.6)",P8<br>NZ_CP054839.1.region019<br>['T1PKS']<br>linfuranone B / linfuranone C<br>0.62,BGC,1338.8,2030.6,0.50
BGC0001653,26.0,True,"(1375.5, 1960.8)",BGC0001653<br>Polyketide<br>linfuranone B;linfuranone C,MIBIG (BiG-SCAPE),1375.5,1960.8,0.50
NZ_CP054839.1.region021,41.0,True,"(1287.5, 1454.1)",P8<br>NZ_CP054839.1.region021<br>['terpene']<br>geosmin<br>1.00,BGC,1287.5,1454.1,0.50
NZ_CP054839.1.region022,15.0,True,"(762.76, 1110.2)",P8<br>NZ_CP054839.1.region022<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,762.76,1110.2,0.50
NZ_CP054839.1.region023,12.0,True,"(2409.1, 2177.2)",P8<br>NZ_CP054839.1.region023<br>['terpene']<br>JBIR-06<br>0.22,BGC,2409.1,2177.2,0.50
BGC0001918,12.0,True,"(2369.4, 2266.3)",BGC0001918<br>NRP;Polyketide<br>JBIR-06,MIBIG (KnownClusterBlast),2369.4,2266.3,0.50
NZ_CP054839.1.region024,20.0,True,"(2564.5, 1509.7)",P8<br>NZ_CP054839.1.region024<br>['terpene']<br>isorenieratene<br>0.57,BGC,2564.5,1509.7,0.50
NZ_CP054839.1.region025,1.0,True,"(1222.0, 1136.4)",P8<br>NZ_CP054839.1.region025<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1222.0,1136.4,0.50
NZ_CP054839.1.region026,9.0,True,"(742.49, 1293.0)",P8<br>NZ_CP054839.1.region026<br>['terpene']<br>geosmin<br>1.00,BGC,742.49,1293.0,0.50
NZ_CP054839.1.region027,40.0,True,"(1720.9, 1507.8)","P8<br>NZ_CP054839.1.region027<br>['betalactone', 'NRPS', 'NAPAA']<br>erythrochelin<br>1.00",BGC,1720.9,1507.8,0.50
NZ_CP054839.1.region029,39.0,True,"(823.09, 1590.9)","P8<br>NZ_CP054839.1.region029<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43",BGC,823.09,1590.9,0.50
NZ_CP054839.1.region030,43.0,True,"(397.45, 360.33)","P8<br>NZ_CP054839.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.09",BGC,397.45,360.33,0.50
NZ_CP054839.1.region031,44.0,True,"(755.38, 413.75)",P8<br>NZ_CP054839.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,755.38,413.75,0.50
NZ_CP054839.1.region032,18.0,True,"(1527.4, 2620.9)",P8<br>NZ_CP054839.1.region032<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1527.4,2620.9,0.50
NZ_CP054839.1.region034,41.0,True,"(1449.7, 1396.7)",P8<br>NZ_CP054839.1.region034<br>['terpene']<br>geosmin<br>1.00,BGC,1449.7,1396.7,0.50
NZ_JABNNH010000001.1.region001,1.0,True,"(1472.6, 1156.0)",P8<br>NZ_JABNNH010000001.1.region001<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1472.6,1156.0,0.50
NZ_JABNNH010000001.1.region002,8.0,True,"(2003.7, 1847.3)",P8<br>NZ_JABNNH010000001.1.region002<br>['indole']<br>fortimicin<br>0.07,BGC,2003.7,1847.3,0.50
NZ_JABNNH010000001.1.region003,12.0,True,"(1096.1, 1103.8)",P8<br>NZ_JABNNH010000001.1.region003<br>['terpene']<br>SF2575<br>0.04,BGC,1096.1,1103.8,0.50
NZ_JABNNH010000001.1.region004,35.0,True,"(2378.4, 2760.5)",P8<br>NZ_JABNNH010000001.1.region004<br>['T1PKS']<br>FR-900520<br>0.18,BGC,2378.4,2760.5,0.50
NZ_JABNNH010000001.1.region006,37.0,True,"(493.37, 1803.9)","P8<br>NZ_JABNNH010000001.1.region006<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,493.37,1803.9,0.50
NZ_JABNNH010000001.1.region007,38.0,True,"(2842.4, 1745.5)",P8<br>NZ_JABNNH010000001.1.region007<br>['NRPS']<br>amychelin<br>0.44,BGC,2842.4,1745.5,0.50
NZ_JABNNH010000001.1.region008,39.0,True,"(791.96, 1556.6)","P8<br>NZ_JABNNH010000001.1.region008<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.46",BGC,791.96,1556.6,0.50
NZ_JABNNH010000001.1.region010,40.0,True,"(1728.5, 1474.5)","P8<br>NZ_JABNNH010000001.1.region010<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1728.5,1474.5,0.50
NZ_JABNNH010000001.1.region011,9.0,True,"(732.76, 1363.0)",P8<br>NZ_JABNNH010000001.1.region011<br>['terpene']<br>geosmin<br>1.00,BGC,732.76,1363.0,0.50
NZ_JABNNH010000001.1.region012,1.0,True,"(1201.4, 1169.4)",P8<br>NZ_JABNNH010000001.1.region012<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1201.4,1169.4,0.50
NZ_JABNNH010000001.1.region013,20.0,True,"(2590.1, 1547.4)",P8<br>NZ_JABNNH010000001.1.region013<br>['terpene']<br>isorenieratene<br>0.57,BGC,2590.1,1547.4,0.50
NZ_JABNNH010000001.1.region014,12.0,True,"(2471.3, 2191.0)",P8<br>NZ_JABNNH010000001.1.region014<br>['terpene']<br>neoantimycin<br>0.20,BGC,2471.3,2191.0,0.50
NZ_JABNNH010000001.1.region015,15.0,True,"(788.39, 1113.8)",P8<br>NZ_JABNNH010000001.1.region015<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,788.39,1113.8,0.50
NZ_JABNNH010000001.1.region016,41.0,True,"(1303.0, 1435.2)",P8<br>NZ_JABNNH010000001.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,1303.0,1435.2,0.50
NZ_JABNNH010000001.1.region017,33.0,True,"(1160.4, 453.0)",P8<br>NZ_JABNNH010000001.1.region017<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.09,BGC,1160.4,453.0,0.50
NZ_JABNNH010000001.1.region018,21.0,True,"(726.49, 949.04)",P8<br>NZ_JABNNH010000001.1.region018<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,726.49,949.04,0.50
NZ_JABNNH010000001.1.region019,26.0,True,"(1324.8, 2064.7)",P8<br>NZ_JABNNH010000001.1.region019<br>['T1PKS']<br>E-837<br>1.00,BGC,1324.8,2064.7,0.50
NZ_JABNNH010000001.1.region020,8.0,True,"(1622.8, 1600.3)",P8<br>NZ_JABNNH010000001.1.region020<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1622.8,1600.3,0.50
NZ_JABNNH010000001.1.region021,10.0,True,"(1026.4, 1340.3)","P8<br>NZ_JABNNH010000001.1.region021<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1026.4,1340.3,0.50
NZ_JABNNH010000001.1.region024,42.0,True,"(984.41, 2676.6)",P8<br>NZ_JABNNH010000001.1.region024<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,984.41,2676.6,0.50
NZ_JABNNH010000001.1.region025,43.0,True,"(433.74, 279.0)","P8<br>NZ_JABNNH010000001.1.region025<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,433.74,279.0,0.50
NZ_JABNNH010000001.1.region026,44.0,True,"(813.42, 345.3)",P8<br>NZ_JABNNH010000001.1.region026<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,813.42,345.3,0.50
NZ_JABNNH010000001.1.region027,18.0,True,"(1565.6, 2610.1)",P8<br>NZ_JABNNH010000001.1.region027<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1565.6,2610.1,0.50
NZ_JABNNH010000001.1.region028,45.0,True,"(2842.4, 2499.5)","P8<br>NZ_JABNNH010000001.1.region028<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,2842.4,2499.5,0.50
NZ_JABNNH010000001.1.region029,46.0,True,"(2871.4, 1426.5)",P8<br>NZ_JABNNH010000001.1.region029<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,2871.4,1426.5,0.50
NZ_JABNNH010000001.1.region030,47.0,True,"(464.37, 1579.5)","P8<br>NZ_JABNNH010000001.1.region030<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,464.37,1579.5,0.50
NZ_JABNNH010000001.1.region031,22.0,True,"(1561.3, 1379.6)",P8<br>NZ_JABNNH010000001.1.region031<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1561.3,1379.6,0.50
NZ_JABNNH010000002.1.region001,34.0,True,"(1981.8, 1544.0)","P8<br>NZ_JABNNH010000002.1.region001<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1981.8,1544.0,0.50
NZ_JABNNH010000002.1.region002,33.0,True,"(1200.2, 585.52)",P8<br>NZ_JABNNH010000002.1.region002<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.96,BGC,1200.2,585.52,0.50
NZ_JABNNH010000002.1.region003,2.0,True,"(2090.2, 730.71)",P8<br>NZ_JABNNH010000002.1.region003<br>['ectoine']<br>ectoine<br>1.00,BGC,2090.2,730.71,0.50
NZ_JABNNH010000002.1.region004,32.0,True,"(1449.5, 1373.8)","P8<br>NZ_JABNNH010000002.1.region004<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1449.5,1373.8,0.50
NC_009142.1.region001,32.0,True,"(1458.1, 1396.8)","P8<br>NC_009142.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1458.1,1396.8,0.50
NC_009142.1.region002,2.0,True,"(2056.1, 752.84)",P8<br>NC_009142.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,2056.1,752.84,0.50
NC_009142.1.region004,33.0,True,"(1196.6, 617.88)",P8<br>NC_009142.1.region004<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00,BGC,1196.6,617.88,0.50
NC_009142.1.region005,34.0,True,"(1959.3, 1528.6)","P8<br>NC_009142.1.region005<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1959.3,1528.6,0.50
NC_009142.1.region006,1.0,True,"(1504.2, 1222.8)",P8<br>NC_009142.1.region006<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1504.2,1222.8,0.50
NC_009142.1.region007,8.0,True,"(2035.6, 1790.6)",P8<br>NC_009142.1.region007<br>['indole']<br>fortimicin<br>0.07,BGC,2035.6,1790.6,0.50
NC_009142.1.region008,12.0,True,"(1118.2, 1103.4)",P8<br>NC_009142.1.region008<br>['terpene']<br>SF2575<br>0.04,BGC,1118.2,1103.4,0.50
NC_009142.1.region009,35.0,True,"(2440.3, 2693.7)",P8<br>NC_009142.1.region009<br>['T1PKS']<br>FR-900520<br>0.18,BGC,2440.3,2693.7,0.50
NC_009142.1.region011,37.0,True,"(498.91, 1722.1)","P8<br>NC_009142.1.region011<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,498.91,1722.1,0.50
NC_009142.1.region012,38.0,True,"(2904.3, 1678.7)",P8<br>NC_009142.1.region012<br>['NRPS']<br>amychelin<br>0.44,BGC,2904.3,1678.7,0.50
NC_009142.1.region013,39.0,True,"(826.98, 1614.4)","P8<br>NC_009142.1.region013<br>['NRPS-like', 'T1PKS']<br>microansamycin<br>0.43",BGC,826.98,1614.4,0.50
NC_009142.1.region015,40.0,True,"(1740.2, 1460.0)","P8<br>NC_009142.1.region015<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1740.2,1460.0,0.50
NC_009142.1.region016,9.0,True,"(725.98, 1308.6)",P8<br>NC_009142.1.region016<br>['terpene']<br>geosmin<br>1.00,BGC,725.98,1308.6,0.50
NC_009142.1.region017,1.0,True,"(1223.7, 1153.2)",P8<br>NC_009142.1.region017<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1223.7,1153.2,0.50
NC_009142.1.region018,20.0,True,"(2553.1, 1557.6)",P8<br>NC_009142.1.region018<br>['terpene']<br>isorenieratene<br>0.57,BGC,2553.1,1557.6,0.50
NC_009142.1.region019,12.0,True,"(2476.3, 2206.8)",P8<br>NC_009142.1.region019<br>['terpene']<br>neoantimycin<br>0.20,BGC,2476.3,2206.8,0.50
NC_009142.1.region020,15.0,True,"(781.36, 1085.6)",P8<br>NC_009142.1.region020<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,781.36,1085.6,0.50
NC_009142.1.region021,41.0,True,"(1300.6, 1472.1)",P8<br>NC_009142.1.region021<br>['terpene']<br>geosmin<br>1.00,BGC,1300.6,1472.1,0.50
NC_009142.1.region022,21.0,True,"(701.24, 980.68)",P8<br>NC_009142.1.region022<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40,BGC,701.24,980.68,0.50
NC_009142.1.region023,26.0,True,"(1297.5, 2035.0)",P8<br>NC_009142.1.region023<br>['T1PKS']<br>E-837<br>1.00,BGC,1297.5,2035.0,0.50
NC_009142.1.region024,8.0,True,"(1633.5, 1596.7)",P8<br>NC_009142.1.region024<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00,BGC,1633.5,1596.7,0.50
NC_009142.1.region025,10.0,True,"(1024.2, 1355.3)","P8<br>NC_009142.1.region025<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46",BGC,1024.2,1355.3,0.50
NC_009142.1.region028,42.0,True,"(924.34, 2660.9)",P8<br>NC_009142.1.region028<br>['hglE-KS']<br>oxalomycin B<br>0.06,BGC,924.34,2660.9,0.50
NC_009142.1.region029,43.0,True,"(439.88, 366.79)","P8<br>NC_009142.1.region029<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.11",BGC,439.88,366.79,0.50
NC_009142.1.region030,44.0,True,"(799.67, 421.43)",P8<br>NC_009142.1.region030<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06,BGC,799.67,421.43,0.50
NC_009142.1.region031,18.0,True,"(1494.2, 2563.0)",P8<br>NC_009142.1.region031<br>['terpene']<br>brasilicardin A<br>0.38,BGC,1494.2,2563.0,0.50
NC_009142.1.region032,45.0,True,"(2904.3, 2432.7)","P8<br>NC_009142.1.region032<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19",BGC,2904.3,2432.7,0.50
NC_009142.1.region033,46.0,True,"(2933.3, 1359.7)",P8<br>NC_009142.1.region033<br>['thiopeptide']<br>azinomycin B<br>0.06,BGC,2933.3,1359.7,0.50
NC_009142.1.region034,47.0,True,"(478.4, 1537.1)","P8<br>NC_009142.1.region034<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05",BGC,478.4,1537.1,0.50
NC_009142.1.region035,22.0,True,"(1566.7, 1350.7)",P8<br>NC_009142.1.region035<br>['T1PKS']<br>branched-chain fatty acids<br>0.75,BGC,1566.7,1350.7,0.50
NZ_PDBV01000001.1.region001,32.0,True,"(1464.3, 1365.3)","P8<br>NZ_PDBV01000001.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07",BGC,1464.3,1365.3,0.50
NZ_PDBV01000001.1.region002,2.0,True,"(2076.1, 748.39)",P8<br>NZ_PDBV01000001.1.region002<br>['ectoine']<br>ectoine<br>1.00,BGC,2076.1,748.39,0.50
NZ_PDBV01000001.1.region003,33.0,True,"(1156.9, 586.0)",P8<br>NZ_PDBV01000001.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00,BGC,1156.9,586.0,0.50
NZ_PDBV01000001.1.region004,34.0,True,"(1978.2, 1510.0)","P8<br>NZ_PDBV01000001.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89",BGC,1978.2,1510.0,0.50
NZ_PDBV01000001.1.region005,1.0,True,"(1491.6, 1157.3)",P8<br>NZ_PDBV01000001.1.region005<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12,BGC,1491.6,1157.3,0.50
NZ_PDBV01000001.1.region006,8.0,True,"(2031.5, 1815.5)",P8<br>NZ_PDBV01000001.1.region006<br>['indole']<br>fortimicin<br>0.07,BGC,2031.5,1815.5,0.50
NZ_PDBV01000001.1.region007,12.0,True,"(1122.2, 1090.4)",P8<br>NZ_PDBV01000001.1.region007<br>['terpene']<br>SF2575<br>0.04,BGC,1122.2,1090.4,0.50
NZ_PDBV01000001.1.region008,35.0,True,"(2422.9, 2770.0)",P8<br>NZ_PDBV01000001.1.region008<br>['T1PKS']<br>FR-900520<br>0.18,BGC,2422.9,2770.0,0.50
NZ_PDBV01000001.1.region010,37.0,True,"(541.93, 1797.3)","P8<br>NZ_PDBV01000001.1.region010<br>['T1PKS', 'NRPS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12",BGC,541.93,1797.3,0.50
NZ_PDBV01000001.1.region011,38.0,True,"(2886.9, 1755.0)",P8<br>NZ_PDBV01000001.1.region011<br>['NRPS']<br>amychelin<br>0.44,BGC,2886.9,1755.0,0.50
NZ_PDBV01000001.1.region012,39.0,True,"(802.79, 1577.0)","P8<br>NZ_PDBV01000001.1.region012<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.43",BGC,802.79,1577.0,0.50
NZ_PDBV01000001.1.region014,40.0,True,"(1746.8, 1481.8)","P8<br>NZ_PDBV01000001.1.region014<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00",BGC,1746.8,1481.8,0.50
NZ_PDBV01000001.1.region015,9.0,True,"(719.1, 1342.0)",P8<br>NZ_PDBV01000001.1.region015<br>['terpene']<br>geosmin<br>1.00,BGC,719.1,1342.0,0.50
NZ_PDBV01000001.1.region016,1.0,True,"(1207.3, 1145.1)",P8<br>NZ_PDBV01000001.1.region016<br>['NAPAA']<br>actinomycin D<br>0.07,BGC,1207.3,1145.1,0.50
NZ_PDBV01000001.1.region017,20.0,True,"(2585.8, 1580.3)",P8<br>NZ_PDBV01000001.1.region017<br>['terpene']<br>isorenieratene<br>0.57,BGC,2585.8,1580.3,0.50
NZ_PDBV01000001.1.region018,12.0,True,"(2439.5, 2230.2)",P8<br>NZ_PDBV01000001.1.region018<br>['terpene']<br>neoantimycin<br>0.20,BGC,2439.5,2230.2,0.50
NZ_PDBV01000001.1.region019,15.0,True,"(749.14, 1128.3)",P8<br>NZ_PDBV01000001.1.region019<br>['terpene']<br>2-methylisoborneol<br>1.00,BGC,749.14,1128.3,0.50
NZ_PDBV01000001.1.region020,41.0,True,"(1303.8, 1376.0)",P8<br>NZ_PDBV01000001.1.region020<br>['terpene']<br>geosmin<br>1.00,BGC,1303.8,1376.0,0.50
