,pos,text,node_trace,x_pos,y_pos,cutoff
NZ_VIWX01000005.1.region001,"(1791.7, 1439.8)",P5<br>NZ_VIWX01000005.1.region001<br>['NRPS']<br>pepticinnamin E<br>0.07<br>GCF_3,BGC < 40% similarity,1791.7,1439.8,0.30
BGC0002014,"(1849.4, 1401.5)","BGC0002014<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>e<br>p<br>t<br>i<br>c<br>i<br>n<br>n<br>a<br>m<br>i<br>n<br> <br>E<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1849.4,1401.5,0.30
NZ_VIWX01000006.1.region001,"(2752.1, 1036.8)","P5<br>NZ_VIWX01000006.1.region001<br>['NRPS', 'T1PKS']<br>antimycin<br>0.94<br>GCF_8",BGC >= 80% similarity,2752.1,1036.8,0.30
BGC0001455,"(2821.5, 1084.8)","BGC0001455<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>n<br>t<br>i<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2821.5,1084.8,0.30
NZ_VIWX01000007.1.region001,"(2064.6, 817.84)",P5<br>NZ_VIWX01000007.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2064.6,817.84,0.30
NZ_JAGPXE010000001.1.region001,"(2753.0, 1078.5)","P5<br>NZ_JAGPXE010000001.1.region001<br>['T1PKS', 'NRPS']<br>antimycin<br>0.88<br>GCF_8",BGC >= 80% similarity,2753.0,1078.5,0.30
NZ_JAGPXE010000011.1.region003,"(1919.1, 1651.3)","P5<br>NZ_JAGPXE010000011.1.region003<br>['NRPS-like', 'NRPS', 'T3PKS', 'T1PKS']<br>totopotensamide A / totopotensamide B<br>0.56<br>GCF_84",BGC < 80% similarity,1919.1,1651.3,0.30
NZ_JAGPXE010000015.1.region001,"(2780.3, 1769.0)",P5<br>NZ_JAGPXE010000015.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.20<br>GCF_36,BGC < 40% similarity,2780.3,1769.0,0.30
NZ_JAGPXE010000016.1.region001,"(2093.7, 751.06)",P5<br>NZ_JAGPXE010000016.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2093.7,751.06,0.30
NZ_JAGPXE010000017.1.region001,"(1136.3, 1539.3)",P5<br>NZ_JAGPXE010000017.1.region001<br>['indole']<br>fortimicin<br>0.09<br>GCF_43,BGC < 40% similarity,1136.3,1539.3,0.30
BGC0000695,"(1188.8, 1580.4)","BGC0000695<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>f<br>o<br>r<br>t<br>i<br>m<br>i<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1188.8,1580.4,0.30
NZ_JAGPXE010000018.1.region001,"(2502.4, 1214.1)",P5<br>NZ_JAGPXE010000018.1.region001<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_320,BGC < 80% similarity,2502.4,1214.1,0.30
NZ_JAGPXE010000019.1.region001,"(2428.7, 2406.8)",P5<br>NZ_JAGPXE010000019.1.region001<br>['terpene']<br>atolypene A / atolypene B<br>0.18<br>GCF_316,BGC < 40% similarity,2428.7,2406.8,0.30
BGC0002007,"(2374.4, 2467.1)","BGC0002007<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>a<br>t<br>o<br>l<br>y<br>p<br>e<br>n<br>e<br> <br>A<br>;<br>a<br>t<br>o<br>l<br>y<br>p<br>e<br>n<br>e<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2374.4,2467.1,0.30
NZ_JAGPXE010000002.1.region001,"(2874.4, 1520.1)",P5<br>NZ_JAGPXE010000002.1.region001<br>['siderophore']<br>staphylobactin<br>0.25<br>GCF_103,P5 | BGC (Staphylobactin),2874.4,1520.1,0.30
BGC0000943,"(2948.1, 1492.9)","BGC0000943<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>s<br>t<br>a<br>p<br>h<br>y<br>l<br>o<br>f<br>e<br>r<br>r<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2948.1,1492.9,0.30
NZ_JAGPXE010000002.1.region002,"(1812.9, 1913.6)",P5<br>NZ_JAGPXE010000002.1.region002<br>['lanthipeptide-class-iii']<br>fusaricidin B<br>0.25<br>GCF_81,BGC < 40% similarity,1812.9,1913.6,0.30
BGC0001152,"(1830.5, 1884.7)","BGC0001152<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>f<br>u<br>s<br>a<br>r<br>i<br>c<br>i<br>d<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1830.5,1884.7,0.30
NZ_JAGPXE010000002.1.region003,"(2471.4, 1981.6)",P5<br>NZ_JAGPXE010000002.1.region003<br>['betalactone']<br>macrotetrolide<br>0.33<br>GCF_167,BGC < 40% similarity,2471.4,1981.6,0.30
BGC0000244,"(2542.6, 1971.0)","BGC0000244<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>n<br>o<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>m<br>o<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>d<br>i<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>t<br>r<br>i<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>t<br>e<br>t<br>r<br>a<br>n<br>a<br>c<br>t<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2542.6,1971.0,0.30
NZ_JAGPXE010000003.1.region003,"(1267.2, 1912.2)",P5<br>NZ_JAGPXE010000003.1.region003<br>['terpene']<br>hopene<br>0.38<br>GCF_67,BGC < 40% similarity,1267.2,1912.2,0.30
NZ_JAGPXE010000003.1.region004,"(1479.6, 1796.7)",P5<br>NZ_JAGPXE010000003.1.region004<br>['terpene']<br>geosmin<br>1.00<br>GCF_69,BGC >= 80% similarity,1479.6,1796.7,0.30
NZ_JAGPXE010000004.1.region001,"(2266.9, 2797.8)",P5<br>NZ_JAGPXE010000004.1.region001<br>['arylpolyene']<br>saquayamycin A<br>0.05<br>GCF_190,BGC < 40% similarity,2266.9,2797.8,0.30
BGC0001769,"(2364.6, 2767.6)","BGC0001769<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>a<br>q<br>u<br>a<br>y<br>a<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2364.6,2767.6,0.30
NZ_JAGPXE010000004.1.region003,"(3184.4, 2012.6)",P5<br>NZ_JAGPXE010000004.1.region003<br>['lanthipeptide-class-iv']<br>venezuelin<br>0.50<br>GCF_205,BGC < 80% similarity,3184.4,2012.6,0.30
BGC0000563,"(3255.6, 2002.0)","BGC0000563<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>v<br>e<br>n<br>e<br>z<br>u<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3255.6,2002.0,0.30
NZ_JAGPXE010000008.1.region001,"(1811.3, 1479.2)",P5<br>NZ_JAGPXE010000008.1.region001<br>['NRPS']<br>pepticinnamin E<br>0.07<br>GCF_3,BGC < 40% similarity,1811.3,1479.2,0.30
NZ_JAGPXE010000009.1.region002,"(1241.5, 1382.0)",P5<br>NZ_JAGPXE010000009.1.region002<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1241.5,1382.0,0.30
NZ_CP069353.1.region001,"(1799.9, 1566.8)","P8<br>NZ_CP069353.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07<br>GCF_62",BGC < 40% similarity,1799.9,1566.8,0.30
BGC0001213,"(1735.3, 1613.5)","BGC0001213<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>n<br>a<br>t<br>a<br>x<br>a<br>z<br>o<br>l<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1735.3,1613.5,0.30
NZ_CP069353.1.region002,"(2225.8, 874.34)",P8<br>NZ_CP069353.1.region002<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2225.8,874.34,0.30
NZ_CP069353.1.region004,"(1726.5, 2031.9)",P8<br>NZ_CP069353.1.region004<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00<br>GCF_9,BGC >= 80% similarity,1726.5,2031.9,0.30
BGC0000055,"(1776.4, 2025.4)","BGC0000055<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>;<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>;<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1776.4,2025.4,0.30
NZ_CP069353.1.region005,"(1680.4, 1579.5)","P8<br>NZ_CP069353.1.region005<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89<br>GCF_28",BGC >= 80% similarity,1680.4,1579.5,0.30
BGC0000285,"(1663.1, 1515.9)","BGC0000285<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>""<br>f<br>l<br>a<br>v<br>i<br>o<br>l<br>i<br>n<br>;<br>f<br>l<br>a<br>v<br>i<br>o<br>l<br>i<br>n<br> <br>r<br>h<br>a<br>m<br>n<br>o<br>s<br>i<br>d<br>e<br>;<br>3<br>,<br>3<br>'<br>-<br>d<br>i<br>f<br>l<br>a<br>v<br>i<br>o<br>l<br>i<br>n<br>""<br>]<br>)",MIBIG (KnownClusterBlast),1663.1,1515.9,0.30
NZ_CP069353.1.region006,"(1681.2, 1351.1)",P8<br>NZ_CP069353.1.region006<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12<br>GCF_3,BGC < 40% similarity,1681.2,1351.1,0.30
BGC0001214,"(1671.9, 1266.7)","BGC0001214<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>E<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>F<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1671.9,1266.7,0.30
NZ_CP069353.1.region007,"(1230.1, 1602.3)",P8<br>NZ_CP069353.1.region007<br>['indole']<br>fortimicin<br>0.07<br>GCF_19,BGC < 40% similarity,1230.1,1602.3,0.30
NZ_CP069353.1.region008,"(1355.7, 1511.4)",P8<br>NZ_CP069353.1.region008<br>['terpene']<br>SF2575<br>0.04<br>GCF_2,BGC < 40% similarity,1355.7,1511.4,0.30
NZ_CP069353.1.region009,"(3060.2, 2579.1)",P8<br>NZ_CP069353.1.region009<br>['T1PKS']<br>FR-900520<br>0.18<br>GCF_58,BGC < 40% similarity,3060.2,2579.1,0.30
BGC0000994,"(3149.1, 2573.2)","BGC0000994<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>F<br>R<br>-<br>9<br>0<br>0<br>5<br>2<br>0<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3149.1,2573.2,0.30
NZ_CP069353.1.region011,"(1925.4, 2849.2)",P8<br>NZ_CP069353.1.region011<br>['T1PKS']<br>esmeraldin<br>0.08<br>GCF_276,BGC < 40% similarity,1925.4,2849.2,0.30
BGC0000935,"(1944.7, 2918.9)","BGC0000935<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>e<br>s<br>m<br>e<br>r<br>a<br>l<br>d<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1944.7,2918.9,0.30
NZ_CP069353.1.region012,"(952.48, 385.03)","P8<br>NZ_CP069353.1.region012<br>['NRPS', 'T1PKS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12<br>GCF_50",BGC < 40% similarity,952.48,385.03,0.30
BGC0001349,"(1044.5, 356.61)","BGC0001349<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>A<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>B<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>C<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>D<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>E<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>F<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1044.5,356.61,0.30
NZ_CP069353.1.region013,"(1290.1, 2317.6)",P8<br>NZ_CP069353.1.region013<br>['NRPS']<br>amychelin<br>0.44<br>GCF_54,BGC < 80% similarity,1290.1,2317.6,0.30
BGC0000300,"(1216.1, 2281.1)","BGC0000300<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>a<br>m<br>y<br>c<br>h<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1216.1,2281.1,0.30
NZ_CP069353.1.region014,"(1359.4, 2072.1)","P8<br>NZ_CP069353.1.region014<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.46<br>GCF_25",BGC < 80% similarity,1359.4,2072.1,0.30
BGC0001666,"(1445.8, 1987.8)","BGC0001666<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>m<br>i<br>c<br>r<br>o<br>a<br>n<br>s<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1445.8,1987.8,0.30
NZ_CP069353.1.region016,"(2051.2, 1669.9)","P8<br>NZ_CP069353.1.region016<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00<br>GCF_17",BGC >= 80% similarity,2051.2,1669.9,0.30
BGC0000349,"(2132.7, 1690.8)","BGC0000349<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>c<br>h<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2132.7,1690.8,0.30
NZ_CP069353.1.region017,"(1373.1, 1696.3)",P8<br>NZ_CP069353.1.region017<br>['terpene']<br>geosmin<br>1.00<br>GCF_32,BGC >= 80% similarity,1373.1,1696.3,0.30
NZ_CP069353.1.region018,"(1459.2, 1528.7)",P8<br>NZ_CP069353.1.region018<br>['NAPAA']<br>actinomycin D<br>0.07<br>GCF_26,BGC < 40% similarity,1459.2,1528.7,0.30
BGC0000296,"(1542.6, 1462.2)","BGC0000296<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>a<br>c<br>t<br>i<br>n<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1542.6,1462.2,0.30
NZ_CP069353.1.region019,"(2617.1, 1199.7)",P8<br>NZ_CP069353.1.region019<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_31,BGC < 80% similarity,2617.1,1199.7,0.30
NZ_CP069353.1.region020,"(2569.1, 1058.5)",P8<br>NZ_CP069353.1.region020<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_4,BGC < 40% similarity,2569.1,1058.5,0.30
NZ_CP069353.1.region021,"(1572.0, 2152.8)",P8<br>NZ_CP069353.1.region021<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_10,BGC >= 80% similarity,1572.0,2152.8,0.30
NZ_CP069353.1.region022,"(1690.6, 1455.0)",P8<br>NZ_CP069353.1.region022<br>['terpene']<br>geosmin<br>1.00<br>GCF_34,BGC >= 80% similarity,1690.6,1455.0,0.30
BGC0000661,"(1734.4, 1567.8)","BGC0000661<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>g<br>e<br>o<br>s<br>m<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1734.4,1567.8,0.30
NZ_CP069353.1.region023,"(2701.3, 2937.5)",P8<br>NZ_CP069353.1.region023<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40<br>GCF_23,BGC < 80% similarity,2701.3,2937.5,0.30
NZ_CP069353.1.region024,"(1916.0, 1841.7)",P8<br>NZ_CP069353.1.region024<br>['T1PKS']<br>E-837<br>1.00<br>GCF_27,BGC >= 80% similarity,1916.0,1841.7,0.30
BGC0000050,"(1925.2, 1766.4)","BGC0000050<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>E<br>-<br>8<br>3<br>7<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1925.2,1766.4,0.30
NZ_CP069353.1.region025,"(1696.3, 1751.9)",P8<br>NZ_CP069353.1.region025<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_22,BGC >= 80% similarity,1696.3,1751.9,0.30
BGC0000513,"(1632.9, 1775.6)","BGC0000513<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>E<br>r<br>y<br>-<br>9<br>;<br>E<br>r<br>y<br>-<br>6<br>;<br>E<br>r<br>y<br>-<br>8<br>;<br>E<br>r<br>y<br>-<br>7<br>;<br>E<br>r<br>y<br>-<br>5<br>;<br>E<br>r<br>y<br>-<br>4<br>;<br>E<br>r<br>y<br>-<br>3<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1632.9,1775.6,0.30
NZ_CP069353.1.region026,"(1461.3, 1878.6)","P8<br>NZ_CP069353.1.region026<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46<br>GCF_42",BGC < 80% similarity,1461.3,1878.6,0.30
NZ_CP069353.1.region029,"(2640.9, 1692.9)",P8<br>NZ_CP069353.1.region029<br>['hglE-KS']<br>oxalomycin B<br>0.06<br>GCF_61,BGC < 40% similarity,2640.9,1692.9,0.30
BGC0001106,"(2660.2, 1599.0)","BGC0001106<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>o<br>x<br>a<br>l<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2660.2,1599.0,0.30
NZ_CP069353.1.region030,"(605.73, 2656.7)","P8<br>NZ_CP069353.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.10<br>GCF_59",BGC < 40% similarity,605.73,2656.7,0.30
BGC0000093,"(688.14, 2598.0)","BGC0000093<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>m<br>e<br>i<br>l<br>i<br>n<br>g<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),688.14,2598.0,0.30
NZ_CP069353.1.region031,"(3108.1, 2766.5)",P8<br>NZ_CP069353.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06<br>GCF_21,BGC < 40% similarity,3108.1,2766.5,0.30
BGC0000466,"(3186.0, 2769.9)","BGC0000466<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>y<br>a<br>t<br>a<br>k<br>e<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3186.0,2769.9,0.30
NZ_CP069353.1.region032,"(2626.3, 2191.1)",P8<br>NZ_CP069353.1.region032<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_29,BGC < 40% similarity,2626.3,2191.1,0.30
NZ_CP069353.1.region033,"(3122.2, 285.08)","P8<br>NZ_CP069353.1.region033<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19<br>GCF_38",BGC < 40% similarity,3122.2,285.08,0.30
BGC0001368,"(3211.1, 279.24)","BGC0001368<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>J<br>B<br>I<br>R<br>-<br>1<br>2<br>6<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3211.1,279.24,0.30
NZ_CP069353.1.region034,"(2298.8, 1426.6)",P8<br>NZ_CP069353.1.region034<br>['thiopeptide']<br>azinomycin B<br>0.06<br>GCF_46,BGC < 40% similarity,2298.8,1426.6,0.30
BGC0000960,"(2309.9, 1485.1)","BGC0000960<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>z<br>i<br>n<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2309.9,1485.1,0.30
NZ_CP069353.1.region035,"(2061.0, 1519.9)","P8<br>NZ_CP069353.1.region035<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05<br>GCF_60",BGC < 40% similarity,2061.0,1519.9,0.30
BGC0001061,"(2045.9, 1561.1)","BGC0001061<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>o<br>l<br>y<br>k<br>e<br>t<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2045.9,1561.1,0.30
NZ_CP069353.1.region036,"(1932.5, 1560.9)",P8<br>NZ_CP069353.1.region036<br>['T1PKS']<br>branched-chain fatty acids<br>0.75<br>GCF_57,BGC < 80% similarity,1932.5,1560.9,0.30
NZ_CP054839.1.region001,"(1810.8, 1547.0)","P8<br>NZ_CP054839.1.region001<br>['hglE-KS', 'PUFA', 'T1PKS']<br>nataxazole<br>0.07<br>GCF_163",BGC < 40% similarity,1810.8,1547.0,0.30
NZ_CP054839.1.region002,"(2163.4, 898.43)",P8<br>NZ_CP054839.1.region002<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,2163.4,898.43,0.30
NZ_CP054839.1.region003,"(1793.3, 2006.5)",P8<br>NZ_CP054839.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.91<br>GCF_9,BGC >= 80% similarity,1793.3,2006.5,0.30
NZ_CP054839.1.region004,"(1682.6, 1599.3)","P8<br>NZ_CP054839.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89<br>GCF_28",BGC >= 80% similarity,1682.6,1599.3,0.30
