,pos,text,node_trace,x_pos,y_pos,cutoff
BGC0002014,"(1510.2, 1615.4)","BGC0002014<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>e<br>p<br>t<br>i<br>c<br>i<br>n<br>n<br>a<br>m<br>i<br>n<br> <br>E<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1510.2,1615.4,0.30
NZ_VIWX01000006.1.region001,"(2183.8, 1852.7)","P5<br>NZ_VIWX01000006.1.region001<br>['NRPS', 'T1PKS']<br>antimycin<br>0.94<br>GCF_6",BGC >= 80% similarity,2183.8,1852.7,0.30
BGC0001455,"(2256.4, 1900.4)","BGC0001455<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>n<br>t<br>i<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (BiG-SCAPE),2256.4,1900.4,0.30
NZ_VIWX01000007.1.region001,"(895.46, 880.74)",P5<br>NZ_VIWX01000007.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,895.46,880.74,0.30
NZ_JAGPXE010000001.1.region001,"(2201.8, 1836.7)","P5<br>NZ_JAGPXE010000001.1.region001<br>['T1PKS', 'NRPS']<br>antimycin<br>0.88<br>GCF_6",BGC >= 80% similarity,2201.8,1836.7,0.30
NZ_JAGPXE010000011.1.region003,"(1693.9, 1948.0)","P5<br>NZ_JAGPXE010000011.1.region003<br>['NRPS-like', 'NRPS', 'T3PKS', 'T1PKS']<br>totopotensamide A / totopotensamide B<br>0.56<br>GCF_60",BGC < 80% similarity,1693.9,1948.0,0.30
NZ_JAGPXE010000015.1.region001,"(2162.6, 2708.7)",P5<br>NZ_JAGPXE010000015.1.region001<br>['redox-cofactor']<br>lankacidin C<br>0.20<br>GCF_34,BGC < 40% similarity,2162.6,2708.7,0.30
NZ_JAGPXE010000016.1.region001,"(916.06, 814.62)",P5<br>NZ_JAGPXE010000016.1.region001<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,916.06,814.62,0.30
NZ_JAGPXE010000017.1.region001,"(2586.0, 2105.9)",P5<br>NZ_JAGPXE010000017.1.region001<br>['indole']<br>fortimicin<br>0.09<br>GCF_25,BGC < 40% similarity,2586.0,2105.9,0.30
NZ_JAGPXE010000018.1.region001,"(2341.1, 1561.5)",P5<br>NZ_JAGPXE010000018.1.region001<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_376,BGC < 80% similarity,2341.1,1561.5,0.30
NZ_JAGPXE010000019.1.region001,"(2751.6, 1255.8)",P5<br>NZ_JAGPXE010000019.1.region001<br>['terpene']<br>atolypene A / atolypene B<br>0.18<br>GCF_357,BGC < 40% similarity,2751.6,1255.8,0.30
BGC0002007,"(2694.7, 1313.9)","BGC0002007<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>a<br>t<br>o<br>l<br>y<br>p<br>e<br>n<br>e<br> <br>A<br>;<br>a<br>t<br>o<br>l<br>y<br>p<br>e<br>n<br>e<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2694.7,1313.9,0.30
NZ_JAGPXE010000002.1.region001,"(687.43, 1895.1)",P5<br>NZ_JAGPXE010000002.1.region001<br>['siderophore']<br>staphylobactin<br>0.25<br>GCF_101,BGC < 40% similarity,687.43,1895.1,0.30
BGC0000943,"(761.11, 1867.9)","BGC0000943<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>'<br>,<br> <br>'<br>s<br>t<br>a<br>p<br>h<br>y<br>l<br>o<br>f<br>e<br>r<br>r<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),761.11,1867.9,0.30
NZ_JAGPXE010000002.1.region002,"(1446.8, 1991.9)",P5<br>NZ_JAGPXE010000002.1.region002<br>['lanthipeptide-class-iii']<br>fusaricidin B<br>0.25<br>GCF_81,P5 | lanthipeptide BGC,1446.8,1991.9,0.30
BGC0001152,"(1461.8, 2024.3)","BGC0001152<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>f<br>u<br>s<br>a<br>r<br>i<br>c<br>i<br>d<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1461.8,2024.3,0.30
NZ_JAGPXE010000002.1.region003,"(747.43, 208.64)",P5<br>NZ_JAGPXE010000002.1.region003<br>['betalactone']<br>macrotetrolide<br>0.33<br>GCF_151,BGC < 40% similarity,747.43,208.64,0.30
BGC0000244,"(818.64, 198.0)","BGC0000244<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>n<br>o<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>m<br>o<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>d<br>i<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>t<br>r<br>i<br>n<br>a<br>c<br>t<br>i<br>n<br>;<br>t<br>e<br>t<br>r<br>a<br>n<br>a<br>c<br>t<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),818.64,198.0,0.30
NZ_JAGPXE010000003.1.region003,"(1984.8, 1206.2)",P5<br>NZ_JAGPXE010000003.1.region003<br>['terpene']<br>hopene<br>0.38<br>GCF_45,BGC < 40% similarity,1984.8,1206.2,0.30
NZ_JAGPXE010000003.1.region004,"(2077.0, 1440.1)",P5<br>NZ_JAGPXE010000003.1.region004<br>['terpene']<br>geosmin<br>1.00<br>GCF_41,BGC >= 80% similarity,2077.0,1440.1,0.30
NZ_JAGPXE010000004.1.region001,"(2680.9, 761.79)",P5<br>NZ_JAGPXE010000004.1.region001<br>['arylpolyene']<br>saquayamycin A<br>0.05<br>GCF_216,BGC < 40% similarity,2680.9,761.79,0.30
BGC0001769,"(2778.6, 731.57)","BGC0001769<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>s<br>a<br>q<br>u<br>a<br>y<br>a<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2778.6,731.57,0.30
NZ_JAGPXE010000004.1.region003,"(3417.4, 2788.6)",P5<br>NZ_JAGPXE010000004.1.region003<br>['lanthipeptide-class-iv']<br>venezuelin<br>0.50<br>GCF_336,P5 | lanthipeptide BGC,3417.4,2788.6,0.30
BGC0000563,"(3488.6, 2778.0)","BGC0000563<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>v<br>e<br>n<br>e<br>z<br>u<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3488.6,2778.0,0.30
NZ_JAGPXE010000008.1.region001,"(1574.9, 1773.1)",P5<br>NZ_JAGPXE010000008.1.region001<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_4,BGC < 40% similarity,1574.9,1773.1,0.30
NZ_JAGPXE010000009.1.region002,"(1573.0, 1139.0)",P5<br>NZ_JAGPXE010000009.1.region002<br>['terpene']<br>SF2575<br>0.07<br>GCF_2,BGC < 40% similarity,1573.0,1139.0,0.30
NZ_CP069353.1.region001,"(1665.3, 1760.6)","P8<br>NZ_CP069353.1.region001<br>['hglE-KS', 'T1PKS']<br>nataxazole<br>0.07<br>GCF_64",BGC < 40% similarity,1665.3,1760.6,0.30
BGC0001213,"(1629.4, 1740.9)","BGC0001213<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>n<br>a<br>t<br>a<br>x<br>a<br>z<br>o<br>l<br>e<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1629.4,1740.9,0.30
NZ_CP069353.1.region002,"(1056.7, 929.58)",P8<br>NZ_CP069353.1.region002<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,1056.7,929.58,0.30
NZ_CP069353.1.region004,"(782.96, 2328.5)",P8<br>NZ_CP069353.1.region004<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>1.00<br>GCF_146,BGC >= 80% similarity,782.96,2328.5,0.30
BGC0000055,"(877.41, 2398.1)","BGC0000055<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>;<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>;<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>'<br>]<br>)",MIBIG (BiG-SCAPE),877.41,2398.1,0.30
NZ_CP069353.1.region005,"(1320.6, 2299.8)","P8<br>NZ_CP069353.1.region005<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89<br>GCF_252",BGC >= 80% similarity,1320.6,2299.8,0.30
BGC0000285,"(1227.0, 2319.4)","BGC0000285<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>""<br>f<br>l<br>a<br>v<br>i<br>o<br>l<br>i<br>n<br>;<br>f<br>l<br>a<br>v<br>i<br>o<br>l<br>i<br>n<br> <br>r<br>h<br>a<br>m<br>n<br>o<br>s<br>i<br>d<br>e<br>;<br>3<br>,<br>3<br>'<br>-<br>d<br>i<br>f<br>l<br>a<br>v<br>i<br>o<br>l<br>i<br>n<br>""<br>]<br>)",MIBIG (KnownClusterBlast),1227.0,2319.4,0.30
NZ_CP069353.1.region006,"(1467.3, 1649.2)",P8<br>NZ_CP069353.1.region006<br>['NRPS']<br>marformycin A / marformycin B / marformycin C / marformycin D / marformycin E / marformycin F<br>0.12<br>GCF_273,BGC < 40% similarity,1467.3,1649.2,0.30
BGC0001214,"(1538.7, 1626.6)","BGC0001214<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>A<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>C<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>E<br>;<br>m<br>a<br>r<br>f<br>o<br>r<br>m<br>y<br>c<br>i<br>n<br> <br>F<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1538.7,1626.6,0.30
NZ_CP069353.1.region007,"(2553.7, 2203.9)",P8<br>NZ_CP069353.1.region007<br>['indole']<br>fortimicin<br>0.05<br>GCF_196,BGC < 40% similarity,2553.7,2203.9,0.30
NZ_CP069353.1.region008,"(1643.6, 1271.0)",P8<br>NZ_CP069353.1.region008<br>['terpene']<br>SF2575<br>0.04<br>GCF_358,BGC < 40% similarity,1643.6,1271.0,0.30
NZ_CP069353.1.region009,"(3099.2, 2118.0)",P8<br>NZ_CP069353.1.region009<br>['T1PKS']<br>FR-900520<br>0.18<br>GCF_131,BGC < 40% similarity,3099.2,2118.0,0.30
BGC0000994,"(3127.8, 2176.0)","BGC0000994<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>F<br>R<br>-<br>9<br>0<br>0<br>5<br>2<br>0<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3127.8,2176.0,0.30
NZ_CP069353.1.region011,"(758.38, 2910.2)",P8<br>NZ_CP069353.1.region011<br>['T1PKS']<br>esmeraldin<br>0.08<br>GCF_134,BGC < 40% similarity,758.38,2910.2,0.30
BGC0000935,"(777.73, 2979.9)","BGC0000935<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>O<br>t<br>h<br>e<br>r<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>e<br>s<br>m<br>e<br>r<br>a<br>l<br>d<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),777.73,2979.9,0.30
NZ_CP069353.1.region012,"(1893.6, 1015.3)","P8<br>NZ_CP069353.1.region012<br>['NRPS', 'T1PKS']<br>heronamide A / heronamide B / heronamide C / heronamide D / heronamide E / heronamide F<br>0.12<br>GCF_107",BGC < 40% similarity,1893.6,1015.3,0.30
BGC0001349,"(1929.5, 939.16)","BGC0001349<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>A<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>B<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>C<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>D<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>E<br>;<br>h<br>e<br>r<br>o<br>n<br>a<br>m<br>i<br>d<br>e<br> <br>F<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1929.5,939.16,0.30
NZ_CP069353.1.region013,"(699.2, 528.0)",P8<br>NZ_CP069353.1.region013<br>['NRPS']<br>amychelin<br>0.44<br>GCF_295,BGC < 80% similarity,699.2,528.0,0.30
BGC0000300,"(727.82, 585.96)","BGC0000300<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>a<br>m<br>y<br>c<br>h<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),727.82,585.96,0.30
NZ_CP069353.1.region014,"(1843.9, 1129.9)","P8<br>NZ_CP069353.1.region014<br>['T1PKS', 'NRPS-like']<br>microansamycin<br>0.46<br>GCF_232",BGC < 80% similarity,1843.9,1129.9,0.30
BGC0001666,"(1816.0, 1209.7)","BGC0001666<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>m<br>i<br>c<br>r<br>o<br>a<br>n<br>s<br>a<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1816.0,1209.7,0.30
NZ_CP069353.1.region016,"(1816.2, 2008.6)","P8<br>NZ_CP069353.1.region016<br>['NAPAA', 'NRPS', 'betalactone']<br>erythrochelin<br>1.00<br>GCF_201",BGC >= 80% similarity,1816.2,2008.6,0.30
BGC0000349,"(1867.5, 2083.6)","BGC0000349<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>e<br>r<br>y<br>t<br>h<br>r<br>o<br>c<br>h<br>e<br>l<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1867.5,2083.6,0.30
NZ_CP069353.1.region017,"(2237.5, 1454.6)",P8<br>NZ_CP069353.1.region017<br>['terpene']<br>geosmin<br>1.00<br>GCF_124,BGC >= 80% similarity,2237.5,1454.6,0.30
NZ_CP069353.1.region018,"(1585.8, 1351.7)",P8<br>NZ_CP069353.1.region018<br>['NAPAA']<br>actinomycin D<br>0.07<br>GCF_290,BGC < 40% similarity,1585.8,1351.7,0.30
BGC0000296,"(1510.8, 1333.9)","BGC0000296<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>a<br>c<br>t<br>i<br>n<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>D<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1510.8,1333.9,0.30
NZ_CP069353.1.region019,"(2187.1, 1648.3)",P8<br>NZ_CP069353.1.region019<br>['terpene']<br>isorenieratene<br>0.57<br>GCF_3,BGC < 80% similarity,2187.1,1648.3,0.30
NZ_CP069353.1.region020,"(2033.3, 1737.0)",P8<br>NZ_CP069353.1.region020<br>['terpene']<br>neoantimycin<br>0.20<br>GCF_8,BGC < 40% similarity,2033.3,1737.0,0.30
NZ_CP069353.1.region021,"(1949.1, 1680.9)",P8<br>NZ_CP069353.1.region021<br>['terpene']<br>2-methylisoborneol<br>1.00<br>GCF_44,BGC >= 80% similarity,1949.1,1680.9,0.30
NZ_CP069353.1.region022,"(1906.9, 1811.4)",P8<br>NZ_CP069353.1.region022<br>['terpene']<br>geosmin<br>1.00<br>GCF_350,BGC >= 80% similarity,1906.9,1811.4,0.30
BGC0000661,"(1856.6, 1752.5)","BGC0000661<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>T<br>e<br>r<br>p<br>e<br>n<br>e<br>'<br>,<br> <br>'<br>g<br>e<br>o<br>s<br>m<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1856.6,1752.5,0.30
NZ_CP069353.1.region023,"(1406.5, 1978.7)",P8<br>NZ_CP069353.1.region023<br>['lanthipeptide-class-iv']<br>labyrinthopeptin A2 / labyrinthopeptin A1 / labyrinthopeptin A3<br>0.40<br>GCF_118,P8 | BGC (Erythreapeptin),1406.5,1978.7,0.30
NZ_CP069353.1.region024,"(3016.5, 1485.1)",P8<br>NZ_CP069353.1.region024<br>['T1PKS']<br>E-837<br>1.00<br>GCF_150,BGC >= 80% similarity,3016.5,1485.1,0.30
BGC0000050,"(3106.5, 1470.5)","BGC0000050<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>E<br>-<br>8<br>3<br>7<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3106.5,1470.5,0.30
NZ_CP069353.1.region025,"(1507.9, 2014.2)",P8<br>NZ_CP069353.1.region025<br>['lanthipeptide-class-iii']<br>Ery-9 / Ery-6 / Ery-8 / Ery-7 / Ery-5 / Ery-4 / Ery-3<br>1.00<br>GCF_119,P8 | BGC (Erythreapeptin),1507.9,2014.2,0.30
BGC0000513,"(1429.7, 2069.1)","BGC0000513<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>E<br>r<br>y<br>-<br>9<br>;<br>E<br>r<br>y<br>-<br>6<br>;<br>E<br>r<br>y<br>-<br>8<br>;<br>E<br>r<br>y<br>-<br>7<br>;<br>E<br>r<br>y<br>-<br>5<br>;<br>E<br>r<br>y<br>-<br>4<br>;<br>E<br>r<br>y<br>-<br>3<br>'<br>]<br>)",MIBIG (Erythreapeptin),1429.7,2069.1,0.30
NZ_CP069353.1.region026,"(1923.5, 1386.9)","P8<br>NZ_CP069353.1.region026<br>['NRPS', 'T1PKS', 'terpene']<br>hopene<br>0.46<br>GCF_218",BGC < 80% similarity,1923.5,1386.9,0.30
NZ_CP069353.1.region029,"(2229.0, 2878.4)",P8<br>NZ_CP069353.1.region029<br>['hglE-KS']<br>oxalomycin B<br>0.06<br>GCF_65,BGC < 40% similarity,2229.0,2878.4,0.30
BGC0001106,"(2159.0, 2896.7)","BGC0001106<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>o<br>x<br>a<br>l<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2159.0,2896.7,0.30
NZ_CP069353.1.region030,"(2171.8, 3086.9)","P8<br>NZ_CP069353.1.region030<br>['T3PKS', 'PKS-like']<br>meilingmycin<br>0.10<br>GCF_261",BGC < 40% similarity,2171.8,3086.9,0.30
BGC0000093,"(2132.7, 3008.2)","BGC0000093<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>m<br>e<br>i<br>l<br>i<br>n<br>g<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),2132.7,3008.2,0.30
NZ_CP069353.1.region031,"(3113.4, 2388.0)",P8<br>NZ_CP069353.1.region031<br>['lanthipeptide-class-iv']<br>yatakemycin<br>0.06<br>GCF_347,P8 | lanthipeptide BGC,3113.4,2388.0,0.30
BGC0000466,"(3161.6, 2451.9)","BGC0000466<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>y<br>a<br>t<br>a<br>k<br>e<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3161.6,2451.9,0.30
NZ_CP069353.1.region032,"(2990.7, 1060.1)",P8<br>NZ_CP069353.1.region032<br>['terpene']<br>brasilicardin A<br>0.38<br>GCF_384,BGC < 40% similarity,2990.7,1060.1,0.30
NZ_CP069353.1.region033,"(3129.2, 498.0)","P8<br>NZ_CP069353.1.region033<br>['terpene', 'NRPS-like']<br>JBIR-126<br>0.19<br>GCF_213",BGC < 40% similarity,3129.2,498.0,0.30
BGC0001368,"(3157.8, 555.96)","BGC0001368<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>'<br>,<br> <br>'<br>J<br>B<br>I<br>R<br>-<br>1<br>2<br>6<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3157.8,555.96,0.30
NZ_CP069353.1.region034,"(3129.2, 1788.0)",P8<br>NZ_CP069353.1.region034<br>['thiopeptide']<br>azinomycin B<br>0.06<br>GCF_331,BGC < 40% similarity,3129.2,1788.0,0.30
BGC0000960,"(3157.8, 1846.0)","BGC0000960<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>N<br>R<br>P<br>;<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>a<br>z<br>i<br>n<br>o<br>m<br>y<br>c<br>i<br>n<br> <br>B<br>'<br>]<br>)",MIBIG (KnownClusterBlast),3157.8,1846.0,0.30
NZ_CP069353.1.region035,"(688.0, 1137.2)","P8<br>NZ_CP069353.1.region035<br>['PKS-like', 'T1PKS']<br>polyketomycin<br>0.05<br>GCF_237",BGC < 40% similarity,688.0,1137.2,0.30
BGC0001061,"(777.1, 1186.6)","BGC0001061<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>P<br>o<br>l<br>y<br>k<br>e<br>t<br>i<br>d<br>e<br>;<br>S<br>a<br>c<br>c<br>h<br>a<br>r<br>i<br>d<br>e<br>'<br>,<br> <br>'<br>p<br>o<br>l<br>y<br>k<br>e<br>t<br>o<br>m<br>y<br>c<br>i<br>n<br>'<br>]<br>)",MIBIG (KnownClusterBlast),777.1,1186.6,0.30
NZ_CP069353.1.region036,"(1719.7, 1834.1)",P8<br>NZ_CP069353.1.region036<br>['T1PKS']<br>branched-chain fatty acids<br>0.75<br>GCF_149,BGC < 80% similarity,1719.7,1834.1,0.30
NZ_CP054839.1.region001,"(1690.1, 1754.5)","P8<br>NZ_CP054839.1.region001<br>['hglE-KS', 'PUFA', 'T1PKS']<br>nataxazole<br>0.07<br>GCF_169",BGC < 40% similarity,1690.1,1754.5,0.30
NZ_CP054839.1.region002,"(990.06, 954.87)",P8<br>NZ_CP054839.1.region002<br>['ectoine']<br>ectoine<br>1.00<br>GCF_1,BGC >= 80% similarity,990.06,954.87,0.30
NZ_CP054839.1.region003,"(821.01, 2451.5)",P8<br>NZ_CP054839.1.region003<br>['T1PKS']<br>erythromycin A / erythromycin B / erythromycin C / erythromycin D<br>0.91<br>GCF_16,BGC >= 80% similarity,821.01,2451.5,0.30
NZ_CP054839.1.region004,"(1244.5, 2232.9)","P8<br>NZ_CP054839.1.region004<br>['T3PKS']<br>flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin<br>0.89<br>GCF_67",BGC >= 80% similarity,1244.5,2232.9,0.30
NZ_CP054839.1.region005,"(1472.8, 1686.4)",P8<br>NZ_CP054839.1.region005<br>['NRPS']<br>bacillibactin<br>0.15<br>GCF_4,BGC < 40% similarity,1472.8,1686.4,0.30
NZ_CP054839.1.region007,"(1368.0, 2437.9)",P8<br>NZ_CP054839.1.region007<br>['lassopeptide']<br>anantin C<br>0.75<br>GCF_349,BGC < 80% similarity,1368.0,2437.9,0.30
BGC0001507,"(1394.8, 2356.9)","BGC0001507<br>d<br>i<br>c<br>t<br>_<br>v<br>a<br>l<br>u<br>e<br>s<br>(<br>[<br>'<br>R<br>i<br>P<br>P<br>'<br>,<br> <br>'<br>a<br>n<br>a<br>n<br>t<br>i<br>n<br> <br>C<br>'<br>]<br>)",MIBIG (KnownClusterBlast),1394.8,2356.9,0.30
