feat_id,file_id,seq_id,start,end,strand,type,introns,parent_ids,source,score,phase,name,protocluster_number,tool,a_stool,product,cutoff,neighbourhood,category,contig_edge,core_location,detection_rule,candidate_cluster_number,kind,protoclusters,detection_rules,label,subregion_number,rules,subregion_numbers,candidate_cluster_numbers,region_number,locus_tag.x,dbxref,function,transl_table,gene_kind,gene_functions,sec_met_domain,protein_id,note,a_s_tool,prepeptide,peptide,molecular_weight,core_sequence,leader_sequence,alternative_weights,predicted_class,leader_location,monoisotopic_mass,inference,ec_number,nrps_pks,a_s_domain,detection,database,evalue,protein_start,domain_id,protein_end,domain_subtype,specificity,estimated_length,gap_type,linkage_evidence,geom_id,cluster_id,cluster_n,locus_tag.y,cluster_label
cds-BEKPJONA_12850,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,3964,5433,+,CDS,,,NA,NA,0,lcpA_1,NA,NA,NA,Cell wall biosynthesis protein LcpA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12850,COG:COG1316,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8NSD6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12850,cog_17,4,BEKPJONA_12850,rare
cds-BEKPJONA_12860,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,5542,7101,+,CDS,,,NA,NA,0,tagU_2,NA,NA,NA,Polyisoprenyl-teichoic acid--peptidoglycanteichoic acid transferase TagU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12860,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01140",2.7.8.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12860,cog_35,4,BEKPJONA_12860,rare
cds-BEKPJONA_12870,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,7333,8052,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12870,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12870,cog_37,4,BEKPJONA_12870,rare
cds-BEKPJONA_12880,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,8147,8566,-,CDS,,,NA,NA,0,mhqP,NA,NA,NA,Putative oxidoreductase MhqP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12880,COG:COG2259,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P96694",1.-.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12880,cog_40,4,BEKPJONA_12880,rare
cds-BEKPJONA_12890,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,8743,9525,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12890,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12890,cog_34,4,BEKPJONA_12890,rare
cds-BEKPJONA_12900,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,9869,9985,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12900,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12900,cog_153,1,BEKPJONA_12900,rare
cds-BEKPJONA_12910,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,10001,11809,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12910,NA,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lassopeptide: Asn_synthase,biosynthetic-additional (smcogs)SMCOG1177:asparagine synthase (glutamine-hydrolyzing)(Score: 30.5%3b E-value: 2.4e-09)","Asn_synthase (E-value: 4.4e-21, bitscore:67.6, seeds: 78, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12910,cog_41,4,BEKPJONA_12910,rare
cds-BEKPJONA_12920,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,11787,12047,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12920,NA,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)RRE-containing: Stand_Alone_Lasso_RRE,biosynthetic (rule-based-clusters)RRE-containing: Lasso_Fused_RRE,biosynthetic-additional(rule-based-clusters) PF05402","PF05402 (E-value: 1.8e-12, bitscore: 39.2,seeds: 461, tool: rule-based-clusters),Stand_Alone_Lasso_RRE (E-value: 9.1e-23,bitscore: 71.9, seeds: 25, tool: rule-based-clusters),Lasso_Fused_RRE (E-value: 7.4e-09,bitscore: 27.4, seeds: 20, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12920,cog_61,3,BEKPJONA_12920,rare
cds-BEKPJONA_12930,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,12044,12454,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12930,NA,NA,11,biosynthetic,biosynthetic (rule-based-clusters)lassopeptide: PF13471,"PF13471 (E-value: 3.6e-23, bitscore: 73.6,seeds: 84, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12930,cog_154,1,BEKPJONA_12930,rare
cds-BEKPJONA_12940,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,12474,12989,-,CDS,,,NA,NA,0,purE,NA,NA,NA,N5-carboxyaminoimidazole ribonucleotide mutase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12940,COG:COG0041,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WHM1",5.4.99.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12940,cog_33,4,BEKPJONA_12940,rare
cds-BEKPJONA_12950,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,13099,14250,-,CDS,,,NA,NA,0,purK,NA,NA,NA,N5-carboxyaminoimidazole ribonucleotide synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12950,COG:COG0026,NA,11,biosynthetic-additional,biosynthetic-additional(rule-based-clusters) ATP-grasp,"ATP-grasp (E-value: 1.3e-53, bitscore:172.8, seeds: 20, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WHL9",6.3.4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12950,cog_16,4,BEKPJONA_12950,rare
cds-BEKPJONA_12960,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,14383,15183,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12960,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12960,cog_55,3,BEKPJONA_12960,rare
cds-BEKPJONA_12970,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,15271,15504,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12970,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12970,cog_155,1,BEKPJONA_12970,rare
cds-BEKPJONA_12980,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,15456,17876,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12980,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12980,cog_62,3,BEKPJONA_12980,rare
cds-BEKPJONA_12990,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,18001,18501,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_12990,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_12990,cog_156,1,BEKPJONA_12990,rare
cds-BEKPJONA_13000,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,18542,19816,-,CDS,,,NA,NA,0,sasA_1,NA,NA,NA,Adaptive-response sensory-kinase SasA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_13000,NA,NA,11,regulatory,regulatory (smcogs) SMCOG1003:sensorhistidine kinase (Score: 119.4%3b E-value: 3.8e-36),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01837",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_13000,cog_15,4,BEKPJONA_13000,rare
cds-BEKPJONA_13010,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,19819,20484,-,CDS,,,NA,NA,0,regX3_1,NA,NA,NA,Sensory transduction protein regX3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_13010,COG:COG0745,NA,11,regulatory,regulatory (smcogs) SMCOG1008:responseregulator (Score: 205%3b E-value: 1.9e-62),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WGL9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_13010,cog_42,4,BEKPJONA_13010,rare
cds-BEKPJONA_13020,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,20508,21374,+,CDS,,,NA,NA,0,hisN,NA,NA,NA,Histidinol-phosphatase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_13020,COG:COG0483,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1207:inositol monophosphatase (Score: 265.3%3b E-value:1.1e-80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8NS80",3.1.3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_13020,cog_14,4,BEKPJONA_13020,rare
cds-BEKPJONA_13030,Erythreapeptin_6.1.1,NZ_JADDUE010000019.1.region001,21394,21729,-,CDS,,,NA,NA,NA,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEKPJONA_13030,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-BEKPJONA_13030,cog_68,2,BEKPJONA_13030,rare
cds-DMCKNNNH_74960,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,1760,2308,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_74960,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_74960,cog_93,1,DMCKNNNH_74960,rare
cds-DMCKNNNH_74970,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,2435,3622,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_74970,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_74970,cog_19,4,DMCKNNNH_74970,rare
cds-DMCKNNNH_74980,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,4886,6172,+,CDS,,,NA,NA,0,NA,NA,NA,NA,IS4 family transposase ISFsp5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_74980,COG:COG3385,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:ISfinder:ISFsp5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_74980,cog_94,1,DMCKNNNH_74980,rare
cds-DMCKNNNH_74990,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,6959,7981,+,CDS,,,NA,NA,0,pat_2,NA,NA,NA,Putative phenylalanine aminotransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_74990,COG:COG0079,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1019:aminotransferase (Score: 145.1%3b E-value:4.6e-44),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0R5X8",2.6.1.-,"Domain: Aminotran_1_2 (16-330). E-value:3.5e-47. Score: 153.1. Matches aSDomain:nrpspksdomains_DMCKNNNH_74990_Aminotran_1_2.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_74990,cog_20,4,DMCKNNNH_74990,rare
cds-DMCKNNNH_75000,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,7978,8439,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75000,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1182:Polyprenyl synthetase (Score: 126.1%3b E-value:2.3e-38),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75000,cog_95,1,DMCKNNNH_75000,rare
cds-DMCKNNNH_75010,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,8458,8988,+,CDS,,,NA,NA,0,ispB_2,NA,NA,NA,Octaprenyl diphosphate synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75010,COG:COG0142,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1182:Polyprenyl synthetase (Score: 119%3b E-value:3.5e-36),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P44916",2.5.1.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75010,cog_96,1,DMCKNNNH_75010,rare
cds-DMCKNNNH_75020,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,8991,10004,+,CDS,,,NA,NA,0,cyoE_3,NA,NA,NA,Protoheme IX farnesyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75020,NA,NA,11,biosynthetic-additional,biosynthetic-additional(rule-based-clusters) ubiA,"ubiA (E-value: 8.3e-15, bitscore: 53.6,seeds: 9, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00154",2.5.1.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75020,cog_21,4,DMCKNNNH_75020,rare
cds-DMCKNNNH_75030,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,10001,11662,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75030,NA,NA,11,biosynthetic,biosynthetic (rule-based-clusters)terpene: terpene_cyclase,"terpene_cyclase (E-value: 2.5e-55,bitscore: 186.3, seeds: 14, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75030,cog_22,4,DMCKNNNH_75030,rare
cds-DMCKNNNH_75040,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,11659,12906,+,CDS,,,NA,NA,0,mhpA_2,NA,NA,NA,3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamicacid hydroxylase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75040,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1050:monooxygenase FAD-binding (Score: 151.4%3b E-value:6.9e-46),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01652",1.14.13.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75040,cog_04,8,DMCKNNNH_75040,medium
cds-DMCKNNNH_75050,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,12915,13916,-,CDS,,,NA,NA,0,ncsB1_3,NA,NA,NA,"2,7-dihydroxy-5-methyl-1-naphthoate7-O-methyltransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75050,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1042:O-methyltransferase (Score: 263.5%3b E-value:4.7e-80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q84HC8",2.1.1.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75050,cog_06,5,DMCKNNNH_75050,medium
cds-DMCKNNNH_75060,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,14082,14921,+,CDS,,,NA,NA,0,tauD,NA,NA,NA,Alpha-ketoglutarate-dependent taurinedioxygenase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75060,COG:COG2175,NA,11,biosynthetic-additional,"biosynthetic-additional (smcogs)SMCOG1121:dioxygenase, TauD/TfdA (Score: 266.1%3b E-value:5.5e-81)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37610",1.14.11.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75060,cog_23,4,DMCKNNNH_75060,rare
cds-DMCKNNNH_75070,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,15251,15658,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75070,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75070,cog_97,1,DMCKNNNH_75070,rare
cds-DMCKNNNH_75080,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,16385,16723,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75080,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75080,cog_65,2,DMCKNNNH_75080,rare
cds-DMCKNNNH_75090,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,16958,17932,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75090,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75090,cog_66,2,DMCKNNNH_75090,rare
cds-DMCKNNNH_75100,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,17984,18148,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75100,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75100,cog_98,1,DMCKNNNH_75100,rare
cds-DMCKNNNH_75110,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,18462,18926,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75110,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75110,cog_07,5,DMCKNNNH_75110,medium
cds-DMCKNNNH_75120,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,19926,22460,+,CDS,,,NA,NA,0,ramC,NA,NA,NA,putative SapB synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75120,COG:COG0515,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lanthipeptide-class-iii: micKC,biosynthetic-additional(rule-based-clusters) LANC_like,biosynthetic-additional(rule-based-clusters) Pkinase,biosynthetic-additional(rule-based-clusters) APH,regulatory (smcogs)SMCOG1030:serine/threonine protein kinase (Score: 82.8%3bE-value: 4.7e-25)","LANC_like (E-value: 7.1e-08, bitscore:30.4, seeds: 47, tool: rule-based-clusters),Pkinase (E-value: 1.7e-10, bitscore: 39.5,seeds: 54, tool: rule-based-clusters),micKC (E-value: 0.0, bitscore: 1107.1,seeds: 18, tool: rule-based-clusters),APH (E-value: 1.2e-07, bitscore: 30.7,seeds: 156, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88037",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75120,cog_02,16,DMCKNNNH_75120,cog_02 (16)
cds-DMCKNNNH_75130,Erythreapeptin_6.1.1,NZ_CP040605.1.region032,22528,22668,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMCKNNNH_75130,NA,NA,11,biosynthetic-additional,biosynthetic-additional (lanthipeptides)predicted lanthipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-DMCKNNNH_75130,cog_03,15,DMCKNNNH_75130,cog_03 (15)
